abnormality|body|height	HP:0000002
cervical|vertebral|bodies|decreased|anteroposterior|diameter	HP:0008483
thoracolumbar|interpediculate|narrowness	HP:0008484
lumbar|interpedicular|narrowing	HP:0008486
anterior|rounding|vertebral|bodies	HP:0008488
spondylolisthesis|l5-s1	HP:0008489
sacral|segmentation|defects	HP:0008490
premature|anterior|fontanel|closure	HP:0008491
inferior|lens|subluxation	HP:0008494
multiple|rows|eyelashes	HP:0008496
congenital|craniofacial|dysostosis	HP:0008497
no|permanent|dentition	HP:0008498
high-grade|hypermetropia	HP:0008499
median|cleft|lip|palate	HP:0008501
moderate|sensorineural|hearing|impairment	HP:0008504
static|ophthalmoparesis	HP:0008507
aged|leonine|appearance	HP:0008509
central|posterior|corneal|opacity	HP:0008511
bilateral|conductive|hearing|impairment	HP:0008513
aplasia/hypoplasia|vertebrae	HP:0008515
abnormality|vertebral|spinous|processes	HP:0008516
aplasia/hypoplasia|sacrum	HP:0008517
aplasia/hypoplasia|involving|vertebral|column	HP:0008518
abnormality|coccyx	HP:0008519
posterior|helix|pit	HP:0008523
congenital|sensorineural|hearing|impairment	HP:0008527
long|hairs|growing|helix|pinna	HP:0008528
absence|acoustic|reflex	HP:0008529
cleft|superior|portion|pinna	HP:0008537
superiorly|displaced|ears	HP:0008541
low-frequency|hearing|loss	HP:0008542
abnormally|folded|helix	HP:0008544
microtia	HP:0008551
cochlear|malformation	HP:0008554
absent|vestibular|function	HP:0008555
hypoplastic|superior|helix	HP:0008559
vestibular|areflexia	HP:0008568
microtia|degree	HP:0008569
external|ear|malformation	HP:0008572
low-frequency|sensorineural|hearing|impairment	HP:0008573
underfolded|helix	HP:0008577
underfolded|superior|helices	HP:0008583
hypoplasia|cochlea	HP:0008586
mild|neurosensory|hearing|impairment	HP:0008587
slit-like|opening|exterior|auditory|meatus	HP:0008588
hypoplastic|helices	HP:0008589
congenital|conductive|hearing|impairment	HP:0008591
prominent|antitragus	HP:0008593
postlingual|sensorineural|hearing|impairment	HP:0008596
mild|conductive|hearing|impairment	HP:0008598
unilateral|external|ear|deformity	HP:0008605
supraauricular|pit	HP:0008606
progressive|conductive|hearing|impairment	HP:0008607
hypertrophic|auricular|cartilage	HP:0008608
morphological|abnormality|middle|ear	HP:0008609
infantile|sensorineural|hearing|impairment	HP:0008610
adult|onset|sensorineural|hearing|impairment	HP:0008615
bilateral|sensorineural|hearing|impairment	HP:0008619
severe|sensorineural|hearing|impairment	HP:0008625
abnormality|stapes	HP:0008628
pulsatile|tinnitus	HP:0008629
ureteral|dysgenesis	HP:0008631
absent|gonadal|tissue	HP:0008633
hypertrophy|urinary|bladder	HP:0008635
lobular|glomerulopathy	HP:0008636
gonadal|hypoplasia	HP:0008639
congenital|macroorchidism	HP:0008640
nephroblastomatosis	HP:0008643
pubertal|developmental|failure|females	HP:0008647
anteriorly|displaced|urethral|meatus	HP:0008648
uric|acid|urolithiasis|independent|gout	HP:0008651
autonomic|erectile|dysfunction	HP:0008652
crescentic|glomerulonephritis	HP:0008653
aplasia/hypoplasia|fallopian|tube	HP:0008655
incomplete|male|pseudohermaphroditism	HP:0008656
multiple|small|medullary|renal|cysts	HP:0008659
renotubular|dysgenesis	HP:0008660
urethral|stenosis	HP:0008661
renal|sarcoma	HP:0008663
urethral|sphincter|sclerosis	HP:0008664
clitoral|hypertrophy	HP:0008665
impaired|histidine|renal|tubular|absorption	HP:0008666
gonadal|dysgenesis|male	HP:0008668
abnormal|spermatogenesis	HP:0008669
partial|vaginal|septum	HP:0008670
calcium|oxalate|nephrolithiasis	HP:0008672
enlarged|polycystic|ovaries	HP:0008675
congenital|megaureter	HP:0008676
congenital|nephrotic|syndrome	HP:0008677
renal|hypoplasia/aplasia	HP:0008678
acute|tubular|necrosis	HP:0008682
enlarged|labia|minora	HP:0008683
aplasia/hypoplasia|uterus	HP:0008684
hypoplasia|prostate	HP:0008687
bilateral|cryptorchidism	HP:0008689
solitary|bladder|diverticulum	HP:0008691
hypertrophic|labia|minora	HP:0008694
transient|nephrotic|syndrome	HP:0008695
renal|hamartoma	HP:0008696
hypoplasia|fallopian|tube	HP:0008697
absent|internal|genitalia	HP:0008702
gonadal|calcification	HP:0008703
ureteral|triplication	HP:0008705
distal|urethral|duplication	HP:0008706
absent|scrotum	HP:0008707
partial|development|penile|shaft	HP:0008708
benign|prostatic|hyperplasia	HP:0008711
ureterovesical|stenosis	HP:0008714
testicular|dysgenesis	HP:0008715
urethrovaginal|fistula	HP:0008716
unilateral|renal|atrophy	HP:0008717
unilateral|renal|dysplasia	HP:0008718
primary|testicular|failure	HP:0008720
urethral|diverticulum	HP:0008722
gonadal|dysgenesis|female|appearance|male	HP:0008723
hypoplasia|ovary	HP:0008724
hypoplasia|vagina	HP:0008726
absence|labia|majora	HP:0008729
female|external|genitalia|individual|46,xy|karyotype	HP:0008730
renal|hypophosphatemia	HP:0008732
dysplastic|testes	HP:0008733
decreased|testicular|size	HP:0008734
hypoplasia|penis	HP:0008736
partially|duplicated|kidney	HP:0008738
labial|pseudohypertrophy	HP:0008739
longitudinal|vaginal|septum	HP:0008740
prominent|prostate|median|bar	HP:0008742
coronal|hypospadias	HP:0008743
abnormality|aryepiglottic|fold	HP:0008744
cartilaginous|ossification|larynx	HP:0008747
laryngeal|hypoplasia	HP:0008749
laryngeal|atresia	HP:0008750
laryngeal|cleft	HP:0008751
laryngeal|cartilage|malformation	HP:0008752
aplasia|epiglottis	HP:0008753
laryngeal|calcification	HP:0008754
laryngotracheomalacia	HP:0008755
bowing|vocal|cords	HP:0008756
unilateral|vocal|cord|paralysis	HP:0008757
violent|behavior	HP:0008760
repetitive|compulsive|behavior	HP:0008762
no|social|interaction	HP:0008763
auditory|hallucinations	HP:0008765
self-mutilation|tongue|lips|involuntary|movements	HP:0008767
inappropriate|sexual|behavior	HP:0008768
dull|facial|expression	HP:0008769
obsessive-compulsive|trait	HP:0008770
aplasia/hypoplasia|ear	HP:0008771
aplasia/hypoplasia|external|ear	HP:0008772
aplasia/hypoplasia|middle|ear	HP:0008773
aplasia/hypoplasia|ear	HP:0008774
abnormality|prostate	HP:0008775
abnormality|renal|artery	HP:0008776
abnormality|vocal|cords	HP:0008777
congenital|bilateral|hip|dislocation	HP:0008780
wide|proximal|femoral|metaphysis	HP:0008783
wide|capital|femoral|epiphyses	HP:0008784
delayed|ossification|pubic|rami	HP:0008785
iliac|crest|serration	HP:0008786
delayed|pubic|bone|ossification	HP:0008788
cone-shaped|capital|femoral|epiphysis	HP:0008789
widened|proximal|femoral|metaphyses	HP:0008790
dysplastic|iliac|wings	HP:0008794
externally|rotated|hips	HP:0008796
early|ossification|capital|femoral|epiphyses	HP:0008797
widened|small|sacrosciatic|notches	HP:0008798
limited|hip|movement	HP:0008800
hypoplasia|lesser|trochanter	HP:0008801
hypoplasia|femoral|head	HP:0008802
narrow|sacroiliac|notch	HP:0008803
broad|femoral|head	HP:0008804
acetabular|dysplasia	HP:0008807
high|iliac|wings	HP:0008808
flattened|femoral|head	HP:0008812
narrow|sacroiliac|notches|infancy	HP:0008815
aplastic|pubic|bones	HP:0008817
large|iliac|wings	HP:0008818
narrow|femoral|neck	HP:0008819
absent|ossification|capital|femoral|epiphysis	HP:0008820
hypoplastic|inferior|ilia	HP:0008821
hypoplastic|ischiopubic|rami	HP:0008822
hypoplastic|inferior|pubic|rami	HP:0008823
hypoplastic|iliac|body	HP:0008824
dislocation|femoral|head	HP:0008826
delayed|proximal|femoral|epiphyseal|ossification	HP:0008828
delayed|femoral|head|ossification	HP:0008829
hypoplastic|pubic|rami	HP:0008830
irregular|acetabular|roof	HP:0008833
multicentric|femoral|head|ossification	HP:0008835
stippled|calcification|proximal|humeral|epiphyses	HP:0008838
hypoplastic|pelvis	HP:0008839
hip|osteoarthritis	HP:0008843
mesomelic|short|stature	HP:0008845
severe|intrauterine|growth|retardation	HP:0008846
moderately|short|stature	HP:0008848
severe|postnatal|growth|retardation	HP:0008850
moderate|postnatal|growth|retardation	HP:0008855
neonatal|short-trunk|short|stature	HP:0008857
failure|thrive|secondary|recurrent|infections	HP:0008866
feeding|difficulties|infancy	HP:0008872
disproportionate|short-limb|short|stature	HP:0008873
mild|intrauterine|growth|retardation	HP:0008883
adipose|tissue|loss	HP:0008887
severe|short-limb|dwarfism	HP:0008890
postnatal|growth|retardation	HP:0008897
rhizomelia	HP:0008905
lethal|short-limbed|short|stature	HP:0008909
childhood-onset|truncal|obesity	HP:0008915
neonatal|short-limb|short|stature	HP:0008921
childhood-onset|short-trunk|short|stature	HP:0008922
asymmetric|short|stature	HP:0008929
generalized|neonatal|hypotonia	HP:0008935
muscular|hypotonia|trunk	HP:0008936
generalized|lymphadenopathy	HP:0008940
acute|rhabdomyolysis	HP:0008942
distal|lower|limb|amyotrophy	HP:0008944
loss|ability|walk|early|childhood	HP:0008945
pelvic|girdle|amyotrophy	HP:0008946
infantile|muscular|hypotonia	HP:0008947
proximal|upper|limb|amyotrophy	HP:0008948
shoulder|muscle|hypoplasia	HP:0008952
pectoralis|major|hypoplasia	HP:0008953
intrinsic|hand|muscle|atrophy	HP:0008954
progressive|distal|muscular|atrophy	HP:0008955
proximal|lower|limb|amyotrophy	HP:0008956
distal|upper|limb|muscle|weakness	HP:0008959
calf|muscle|hypoplasia	HP:0008962
tibialis|muscle|weakness	HP:0008963
nonprogressive|muscular|atrophy	HP:0008964
exercise-induced|muscle|stiffness	HP:0008967
muscle|hypertrophy|lower|extremities	HP:0008968
leg|muscle|stiffness	HP:0008969
scapulohumeral|muscular|dystrophy	HP:0008970
decreased|activity|mitochondrial|respiratory|chain	HP:0008972
necrotizing|myopathy	HP:0008978
calf|muscle|hypertrophy	HP:0008981
neck|muscle|hypoplasia	HP:0008984
increased|intramuscular|fat	HP:0008985
agenesis|diaphragm	HP:0008986
pelvic|girdle|muscle|atrophy	HP:0008988
exercise-induced|leg|cramps	HP:0008991
increased|intraabdominal|fat	HP:0008993
proximal|muscle|weakness|lower|limbs	HP:0008994
proximal|muscle|weakness|upper|limbs	HP:0008997
pectoralis|hypoplasia	HP:0008998
loss|truncal|subcutaneous|adipose|tissue	HP:0009002
increased|subcutaneous|truncal|adipose|tissue	HP:0009003
hypoplasia|musculature	HP:0009004
weakness|intrinsic|hand|muscles	HP:0009005
hypoplastic|biceps	HP:0009007
hypoplasia|serratus|anterior|muscle	HP:0009011
congenital|absence|gluteal|muscles	HP:0009013
upper|limb|muscle|hypoplasia	HP:0009016
loss|gluteal|subcutaneous|adipose|tissue	HP:0009017
progressive|loss|facial|adipose|tissue	HP:0009019
exercise-induced|muscle|fatigue	HP:0009020
abdominal|wall|muscle|weakness	HP:0009023
increased|connective|tissue	HP:0009025
hypoplasia|latissimus|dorsi|muscle	HP:0009026
foot|dorsiflexor|weakness	HP:0009027
generalized|weakness|limb|muscles	HP:0009028
amyotrophy|ankle|musculature	HP:0009031
segmental|spinal|muscular|atrophy	HP:0009037
marked|muscular|hypertrophy	HP:0009042
hypoplasia|deltoid|muscle	HP:0009044
exercise-induced|rhabdomyolysis	HP:0009045
difficulty|running	HP:0009046
peroneal|muscle|atrophy	HP:0009049
quadriceps|muscle|atrophy	HP:0009050
increased|muscle|glycogen|content	HP:0009051
distal|lower|limb|muscle|weakness	HP:0009053
scapuloperoneal|myopathy	HP:0009054
generalized|limb|muscle|atrophy	HP:0009055
loss|subcutaneous|adipose|tissue|upper|limbs	HP:0009056
increased|muscle|lipid|content	HP:0009058
congenital|generalized|lipodystrophy	HP:0009059
scapular|muscle|atrophy	HP:0009060
infantile|axial|hypotonia	HP:0009062
progressive|distal|muscle|weakness	HP:0009063
generalized|lipodystrophy	HP:0009064
progressive|spinal|muscular|atrophy	HP:0009067
lethal|infantile|mitochondrial|myopathy	HP:0009069
inflammatory|myopathy	HP:0009071
decreased|achilles|reflex	HP:0009072
progressive|proximal|muscle|weakness	HP:0009073
weakness|long|finger|extensor|muscles	HP:0009077
midline|notch|upper|alveolar|ridge	HP:0009084
alveolar|ridge|overgrowth	HP:0009085
posteriorly|tongue	HP:0009087
speech|articulation|difficulties	HP:0009088
facial|diplegic|appearance	HP:0009090
progressive|alveolar|ridge|hypertropy	HP:0009092
cleft|lower|alveolar|ridge	HP:0009094
chronic|oral|candidiasis	HP:0009098
median|cleft|palate	HP:0009099
thick|anterior|alveolar|ridges	HP:0009100
submucous|cleft|lip	HP:0009101
anterior|open-bite|malocclusion	HP:0009102
aplasia/hypoplasia|involving|pelvis	HP:0009103
aplasia/hypoplasia|pubic|bone	HP:0009104
abnormal|ossification|pubic|bone	HP:0009105
abnormal|pelvis|bone|ossification	HP:0009106
abnormal|ossification|involving|femoral|head|neck	HP:0009107
aplasia/hypoplasia|involving|femoral|head|neck	HP:0009108
denervation|diaphragm	HP:0009109
diaphragmatic|eventration	HP:0009110
absent|left|hemidiaphragm	HP:0009112
diaphragmatic|weakness	HP:0009113
aplasia/hypoplasia|involving|skeleton	HP:0009115
aplasia/hypoplasia|involving|bones|skull	HP:0009116
aplasia/hypoplasia|maxilla	HP:0009117
aplasia/hypoplasia|mandible	HP:0009118
aplasia/hypoplasia|frontal|sinuses	HP:0009119
aplasia/hypoplasia|involving|sinuses	HP:0009120
abnormal|axial|skeleton|morphology	HP:0009121
aplasia/hypoplasia|affecting|bones|axial|skeleton	HP:0009122
mixed|hypo-|hyperpigmentation|skin	HP:0009123
abnormality|adipose|tissue	HP:0009124
lipodystrophy	HP:0009125
increased|adipose|tissue	HP:0009126
abnormality|musculature|limbs	HP:0009127
aplasia/hypoplasia|involving|musculature|extremities	HP:0009128
upper|limb|amyotrophy	HP:0009129
hand|muscle|atrophy	HP:0009130
abnormality|musculature|thorax	HP:0009131
abnormal|tarsal|bone|mineral|density	HP:0009132
osteolysis|involving|bones|feet	HP:0009134
duplication|involving|bones|feet	HP:0009136
synostosis|involving|bones|lower|limbs	HP:0009138
osteolysis|involving|bones|lower|limbs	HP:0009139
synostosis|involving|bones|feet	HP:0009140
depletion|mitochondrial|dna|muscle|tissue	HP:0009141
duplication|bones|involving|upper|extremities	HP:0009142
supernumerary|bones|axial|skeleton	HP:0009144
abnormality|cerebral|artery	HP:0009145
enlarged|epiphysis|distal|phalanx|5th|finger	HP:0009147
small|epiphysis|distal|phalanx|5th|finger	HP:0009148
triangular|epiphysis|distal|phalanx|5th|finger	HP:0009149
abnormality|proximal|phalanx|5th|finger	HP:0009150
abnormality|epiphyses|5th|finger	HP:0009152
abnormality|epiphysis|proximal|phalanx|5th|finger	HP:0009153
triangular|epiphysis|proximal|phalanx|5th|finger	HP:0009154
cone-shaped|epiphysis|proximal|phalanx|5th|finger	HP:0009155
ivory|epiphysis|proximal|phalanx|5th|finger	HP:0009157
enlarged|epiphysis|proximal|phalanx|5th|finger	HP:0009158
small|epiphysis|proximal|phalanx|5th|finger	HP:0009159
absent|epiphysis|proximal|phalanx|5th|finger	HP:0009160
aplasia/hypoplasia|middle|phalanx|5th|finger	HP:0009161
absent|middle|phalanx|5th|finger	HP:0009162
abnormal|calcification|carpal|bones	HP:0009164
stippling|epiphysis|distal|phalanx|5th|finger	HP:0009165
fragmentation|epiphysis|distal|phalanx|5th|finger	HP:0009166
irregular|epiphysis|distal|phalanx|5th|finger	HP:0009167
bullet-shaped|middle|phalanx|5th|finger	HP:0009168
broad|middle|phalanx|5th|finger	HP:0009169
osteolytic|defects|middle|phalanx|5th|finger	HP:0009170
triangular|epiphyses|metacarpals	HP:0009171
abnormality|phalanges|4th|finger	HP:0009172
curved|middle|phalanx|5th|finger	HP:0009173
abnormality|epiphyses|4th|finger	HP:0009174
patchy|sclerosis|middle|phalanx|5th|finger	HP:0009175
proximal/middle|symphalangism|5th|finger	HP:0009177
symphalangism|middle|phalanx|5th|finger	HP:0009178
deviation|5th|finger	HP:0009179
ulnar|deviation|5th|finger	HP:0009180
triangular|shaped|middle|phalanx|5th|finger	HP:0009182
joint|contracture|5th|finger	HP:0009183
contracture|distal|interphalangeal|joint|5th|finger	HP:0009184
contracture|proximal|interphalangeal|joint|5th|finger	HP:0009185
contracture|metacarpophalangeal|joint|5th|finger	HP:0009186
bracket|epiphysis|distal|phalanx|5th|finger	HP:0009187
pseudoepiphysis|distal|phalanx|5th|finger	HP:0009188
fragmentation|metacarpal|epiphyses	HP:0009189
irregular|epiphyses|metacarpals	HP:0009190
ivory|epiphyses|metacarpals	HP:0009191
aplasia/hypoplasia|proximal|phalanx|5th|finger	HP:0009192
pseudoepiphyses|metacarpals	HP:0009193
small|epiphyses|metacarpals	HP:0009194
epiphyseal|stippling|metacarpals	HP:0009195
absent|metacarpal|epiphyses	HP:0009196
bracket|epiphysis|proximal|phalanx|5th|finger	HP:0009197
abnormality|epiphysis|distal|phalanx|5th|finger	HP:0009198
irregular|epiphysis|proximal|phalanx|5th|finger	HP:0009199
pseudoepiphysis|proximal|phalanx|5th|finger	HP:0009200
stippling|epiphysis|proximal|phalanx|5th|finger	HP:0009201
fragmentation|epiphysis|proximal|phalanx|5th|finger	HP:0009202
absent|epiphysis|middle|phalanx|5th|finger	HP:0009203
bracket|epiphysis|middle|phalanx|5th|finger	HP:0009204
cone-shaped|epiphysis|middle|phalanx|5th|finger	HP:0009205
enlarged|epiphysis|middle|phalanx|5th|finger	HP:0009206
fragmentation|epiphysis|middle|phalanx|5th|finger	HP:0009207
irregular|epiphysis|middle|phalanx|5th|finger	HP:0009208
ivory|epiphysis|middle|phalanx|5th|finger	HP:0009209
pseudoepiphysis|middle|phalanx|5th|finger	HP:0009210
small|epiphysis|middle|phalanx|5th|finger	HP:0009211
stippling|epiphysis|middle|phalanx|5th|finger	HP:0009212
triangular|epiphysis|middle|phalanx|5th|finger	HP:0009213
absent|epiphysis|middle|phalanx|4th|finger	HP:0009214
bracket|epiphysis|middle|phalanx|4th|finger	HP:0009215
cone-shaped|epiphysis|middle|phalanx|4th|finger	HP:0009216
enlarged|epiphysis|middle|phalanx|4th|finger	HP:0009217
fragmentation|epiphysis|middle|phalanx|4th|finger	HP:0009218
irregular|epiphysis|middle|phalanx|4th|finger	HP:0009219
ivory|epiphysis|middle|phalanx|4th|finger	HP:0009220
pseudoepiphysis|middle|phalanx|4th|finger	HP:0009221
small|epiphysis|middle|phalanx|4th|finger	HP:0009222
stippling|epiphysis|middle|phalanx|4th|finger	HP:0009223
triangular|epiphysis|middle|phalanx|4th|finger	HP:0009224
aplasia|proximal|phalanx|5th|finger	HP:0009225
short|proximal|phalanx|5th|finger	HP:0009226
broad|proximal|phalanx|5th|finger	HP:0009227
bullet-shaped|proximal|phalanx|5th|finger	HP:0009228
curved|proximal|phalanx|5th|finger	HP:0009229
osteolytic|defects|proximal|phalanx|5th|finger	HP:0009230
patchy|sclerosis|proximal|phalanx|5th|finger	HP:0009231
symphalangism|affecting|proximal|phalanx|5th|finger	HP:0009232
triangular|shaped|proximal|phalanx|5th|finger	HP:0009233
symphalangism|proximal|phalanx|5th|finger|5th|metatcarpal	HP:0009234
rhomboid|triangular|shaped|5th|finger|proximal|phalanx	HP:0009236
short|5th|finger	HP:0009237
aplasia|5th|finger	HP:0009238
aplasia/hypoplasia|distal|phalanx|5th|finger	HP:0009239
broad|distal|phalanx|5th|finger	HP:0009240
bullet-shaped|distal|phalanx|5th|finger	HP:0009241
osteolytic|defects|distal|phalanx|5th|finger	HP:0009242
patchy|sclerosis|distal|phalanx|5th|finger	HP:0009243
distal/middle|symphalangism|5th|finger	HP:0009244
triangular|shaped|distal|phalanx|5th|finger	HP:0009245
aplasia|distal|phalanx|5th|finger	HP:0009246
abnormality|epiphysis|middle|phalanx|4th|finger	HP:0009247
abnormality|epiphysis|proximal|phalanx|4th|finger	HP:0009248
abnormality|epiphysis|distal|phalanx|4th|finger	HP:0009249
absent|epiphysis|distal|phalanx|4th|finger	HP:0009250
bracket|epiphysis|distal|phalanx|4th|finger	HP:0009251
cone-shaped|epiphysis|distal|phalanx|4th|finger	HP:0009252
enlarged|epiphysis|distal|phalanx|4th|finger	HP:0009253
