relation_id	relation_name	gene_words	hpoterm_words	words	sentences_before	sentences_after	expectation
RELATION_GENEHPOTERM_journal.pone.0059109.pdf_409_409_6_6_16_16	OCT/HP:0000526|Aniridia	{6}	{16}	{This,tissue,is,well,recognized,on,OCT,image,",",but,it,has,limitations,for,eyes,with,aniridia,or,abnormal,conﬁguration,.}	{"The method of the mathematical model is totally accurate , so we do not need to test the accuracy of it .","We chose the iris smooth muscle as different reference plane compared with limbus to finish the whole process and there is still a big debate on where to center the IOL ."}	{"Although the visual axis is little closer to the Purkinje reﬂex than the pupil center , we got similar results of tilted angle and decentration in our study .","At the same time , we provide another method to analyze the IOL malposition , and we will compare different reference plane in the next step ."}	0.456
RELATION_GENEHPOTERM_SUP_F_G_journal.pbio.0060009.pdf_406_406_7_7_16_16_UNSUP	AN/HP:0012461|Bacteriuria	{7}	{16}	{Aathithan,S,",",Plant,JC,",",Chaudry,AN,",",French,GL,(,2001,),Diagnosis,of,bacteriuria,by,detection,of,volatile,organic,components,in,urine,using,an,automated,headspace,analyzer,with,multiple,conducting,polymer,sensors,.}	{"> 1 — 10 ?","> 6 ."}	{"J Clin Microbiol 39 : 2590 — 2593 .","Dalton P , Gelperin A , Preti G ( 2004 ) Volatile metabolic monitoring of glycemic status in diabetes using electronic olfaction ."}	0.21
RELATION_GENEHPOTERM_journal.pone.0041312.pdf_451_451_9_9_22_23	NDRG1/HP:0012125|Prostate cancer	{9}	{22,23}	{Liu,et,al,[,18,],has,reported,that,NDRG1,suppresses,metastasis,through,"\\\\",/,Vnt,/,[,3-catenin,signaling,pathway,in,prostate,cancer,cells,.}	{"Wnt signaling has pivotal roles in the malignant progression and metastasis by lung and breast cancer cells [ 31,32 ] , and Wnt signaling also induces EMT which involves the metastatic progression of epithelial cancer [ 31,33 ] .","NDRG1 is known as a metastasis suppressor gene in prostate and colorectal cancer cell [ 11,12 ] ."}	{"A relevant study by Chen et al [ 19 ] has also demonstrated that NDRG1 modulates TGF - [ 3-induced EMT through altered expression of B-catenin and E-cadherin in colorectal cancer cell .","Our present study showed decreased expression of B-catenin in both highly metastatic cell lines compared to the parental counterpart , HSC-58 ."}	0.526
RELATION_GENEHPOTERM_SUP_F_G_journal.pone.0098978.pdf_8_8_11_11_26_26_UNSUP	CAPS/HP:0002099|Asthma	{11}	{26}	{This,study,examined,children,in,the,Childhood,Asthma,Prevention,Study,(,CAPS,),",",potentially,susceptible,to,air,pollution,effects,because,of,a,family,history,of,asthma,.}	{Abstract,"Background : Evidence for an association between traffic — re | ated air pollution and allergic disease is inconsistent , possibly because the adverse effects may be limited to susceptible subgroups and these have not been identified ."}	{"Methods : We examined cross — sectiona | associations at age eight years between road density within 75 m and 50 m of home address weighted by road type ( traffic density ) , as a proxy for traffic — re | ated air pollution , on the following allergic and respiratory outcomes : skin prick tests ( SPTs ) , total and specific serum | gE , pre — and post — bronchodi | ator lung function , airway hyperresponsiveness , exhaled NO , and reported asthma and rhinitis .","I - ?"}	0.24
RELATION_GENEHPOTERM_journal.pone.0033172.pdf_372_372_34_34_26_26	CD14/HP:0002099|Asthma	{34}	{26}	{Dubin,VV,",","1\\\\/Iartin",TR,",",Swoveland,P,",",Leturcq,DJ,",",l,"\\\\",’,Ioriarty,A1,"\\\\",’,I,",",et,al.,(,1996,),Asthma,and,endotoxin,:,lipopolysaccharide-binding,protein,and,soluble,CD14,in,bronchoalveolar,compartment,.}	{"Eur RespirJ 5 : 9924996 .","6 ."}	{"AmJ Physiol 270 : L7364744 .","7 ."}	0.45
RELATION_GENEHPOTERM_journal.pone.0008653.pdf_719_719_22_23_36_36	cyclin_D1/HP:0001943|Hypoglycemia	{22,23}	{36}	{Zhang,X,",",Gaspard,JP,",",lVIizukami,Y,",",Li,J,",",Graeme-Cook,F,",",et,al.,(,2005,),Overexpression,of,cyclin,D1,in,pancreatic,1,),eta-cells,in,vivo,results,in,islet,hyperplasia,without,hypoglycemia,.}	{"Uchida T , Nakamura T , Hashimoto N , l \\\\ ’ 1atsuda T , Kotani K , et al. ( 2005 ) Deletion of Cdknlb ameliorates hyperglycemia by maintaining compensatory hyperinsulinemia in diabetic mice .","Nat Nled 11 : 1754182 ."}	{"Diabetes 54 : 7124719 .","Nlarzo N , Ortega S , Stratmann T , Garcia A , Rios N1 , et al. ( 2008 ) Cyclin ~ dependent kinase 4 hyperactivity promotes autoreactivity in the immune system but protects pancreatic cell mass from autoimmune destruction in the nonol ) ese diabetic mouse model ."}	0.512
RELATION_GENEHPOTERM_journal.pone.0020628.pdf_400_400_3_4_17_18	transmembrane_glycoprotein/HP:0012125|Prostate cancer	{3,4}	{17,18}	{Finally,",",the,transmembrane,glycoprotein,",",ADAM15,",",might,also,be,targeted,by,miR-1247,",",to,facilitate,prostate,cancer,metastasis,[,35,],.}	{"CIT also regulates the G2 / M transition in rat hepatocytes [ 32 ] , and knocking down CIT inhibited the proliferation of hepatocellular carcinoma cells [ 33 ] .","Another potential target for miR-1247 is FosB , which dimerizes with Jun protein to activate transcription of proteases involved in tumor migration and invasion [ 34 ] ."}	{"These computationally predicted targets will need to be empirically validated in the future .","Interestingly , in DKO cells , where miR-1247 is demethylated and expressed at higher levels than HCT116 cells , additional exposure to miR-1247 mimics did not result in decreases of cell growth but caused impaired migration ."}	0.216
RELATION_GENEHPOTERM_journal.pone.0013079.pdf_49_49_8_8_22_22	QKI/HP:0100753|Schizophrenia	{8}	{22}	{Previous,research,efforts,concentrated,on,the,study,of,QKI,function,in,oligodendrocytes,because,multiple,lines,of,evidence,implicate,this,cell,type,in,schizophrenia,[,"9,10",",",l1,",12",],.}	{"QKI has been proposed as a candidate gene for schizophrenia after several lines of evidence including linkage analysis [ 5,6 ] and mRNA expression studies [ 6,7,8 ] .","Although decreased QKI expression in the brain of schizophrenia patients has been shown by several groups , the nature of the cells with reduced expression , and the physiological effect in the brain of patients is not known ."}	{"Indeed , the QKI protein has been shown not only to be necessary , but also","@ !"}	0.502
RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0078837.pdf_38_38_52_52_10_10_UNSUP	ALS4/HP:0001251|Ataxia	{52}	{10}	{Recessive,mutations,cause,a,severe,form,of,ataxia,",",Spinocerebellar,Ataxia,Autosomal,Recessive,1,(,SCARl,—,OMIM,:,606002,),",",which,is,also,known,as,Ataxia,with,Oculomotor,Apraxia,2,(,AOA2,),;,while,dominant,mutations,cause,a,motor,neuron,disease,known,as,amyotrophic,lateral,sclerosis,type,4,(,ALS4,;,OMIM,:,608465,),[,"1,2",],.}	{"Senataxin is a nuclear protein , and it contains a highly conserved DNA / RNA superfamily-l helicase domain , indicative of its role in nucleic acid processing .","Disease-associated mutations in the senataxin gene ( SETX ) fall into two distinct categories ."}	{"As two","PLOS ONE | www ."}	0.332
RELATION_GENEHPOTERM_journal.pone.0006665.pdf_312_312_24_25_11_12	cyclin_A2/HP:0012324|Myeloid leukemia	{24,25}	{11,12}	{Our,results,demonstrate,the,pro-apoptotic,role,of,cyclin,A2,in,human,myeloid,leukemia,K562,cells,",",and,indicate,that,cells,with,low,level,of,cyclin,A2,were,more,resistant,to,chemotherapeutic,agent,DOX,.}	{"Several studies have indicated that a high level of cyclin A2 expression may be a marker of poor prognosis in cancers [ lO — l3 ] .","Besides , previous studies have shown that cancer patients with high level of cyclin A2 had better chemotherapy response and survival than those with reduced cyclin A2 and low expression of cyclin A2 , indicating that the patients with high expression of cyclin A2 are more suitable for chemotherapy [ 46 — 48 ] ."}	{"Poon et al. have suggested that a decrease of cyclin A2 , rather than increase , promotes tumorigenesis , and once the tumor has developed , high levels of cyclin A2 simply reﬂect a high proliferation rate , which can explain this inconsistency [ 49 ] .","Hence , despite its association with transformed cells , evaluating cyclin A2 level in patients will be an important prognostic marker for use of chemotherapy ."}	0.458
RELATION_GENEHPOTERM_SCPDFS_37172.pdf_476_476_27_27_29_29	FST/HP:0003074|Hyperglycemia	{27}	{29}	{Also,in,this,case,",",more,studies,are,mandatory,for,a,better,understanding,of,the,occurrence,of,opposite,effects,on,FSTL3,expression,and,about,the,role,of,FST,in,hyperglycemia,.}	{"4 ) , which modulate glucose homeostasis , islet function and contribute to the regulation of body composition [ 42 ] .","Maternal and placental concentrations of FSTL3 in GD women have been found reduced in comparison with normal pregnant women , indicating that FSTL3 is implicated in GD [ 43 ] ."}	{"Similar to the up — regulaﬁon of the glucose sensor SIRT1 , the up — regulation of FSTL3 in GD could be interpreted as the consequence of a shift from a hyper — to a normoglycemic milieu in culture medium after the isolation of HUVEC from umbilical cords .","As mentioned above , TGFBs induce the accumulation of collagen proteins COL1A1 and COL3Al ( collagen , type I and Ill , alpha 1 ) , that were found up — regulated in GD ."}	0.446
RELATION_GENEHPOTERM_journal.pone.0046300.pdf_11_11_15_15_3_3	GLP/HP:0003074|Hyperglycemia	{15}	{3}	{The,improvement,in,hyperglycemia,by,AM,—,1638,was,reduced,in,the,presence,of,the,GLP,—,1,receptor,antagonist,Ex,(,9,—,39,),NH2,.}	{"In this report we provide a molecular explanation and describe the discovery of a unique and potent class of GPR40 full agonists that engages the enteroinsular axis to promote dramatic improvement in glucose control in rodents .","GPR40 full agonists AM — 1638 and AM — 6226 stimulate GLP — 1 and GIP secretion from intestinal enteroendocrine cells and increase GSIS from pancreatic islets , leading to enhanced glucose control in the high fat fed , streptozotocin treated and NONcNZOlo/LtJ mouse models of type 2 diabetes ."}	{"Citation : Luo J , Swaminath G , Brown SP , Zhang J , Guo Q , et al. ( 2012 ) A Potent Class of GPR40 Full Agonists Engages the Enterolnsular Axis to Promote Glucose Control in Rodents .","PLoS ONE 7 ( 10 ) : e46300 ."}	0.508
RELATION_GENEHPOTERM_journal.ppat.1000512.pdf_905_905_30_30_20_20	JNK/HP:0100242|Sarcoma	{30}	{20}	{Pan,H,",",Xie,J,",",Ye,F,",",Gao,SJ,(,2006,),l,"\\\\",Iodulation,of,Kaposi,’s,sarcoma,~,associated,herpesvirus,infection,and,replication,by,IVIEK/ERK,",",JNK,",",and,p38,multiple,mitogen-activated,protein,kinase,pathways,during,primary,infection,.}	{"Johnson 1 \\\\ ’ IB , Chen J , l \\\\ Iurchison N , Green FA , Enns CA ( 2007 ) Transferrin receptor 2 : evidence for ligand — induced stabilization and redirection to a recycling pathway .","Nlol Biol Cell 18 : 743 — 754 ."}	{"J Virol 80 : 5371 — 5382 .","Da_mke H , Baba T , van der Bliek A1\\\\/I , Schmid SL ( 1995 ) Clathrin-independent pinocytosis is induced in cells overexpressing a temperature-sensitive mutant of dynamin ."}	0.504
RELATION_GENEHPOTERM_journal.pone.0032255.pdf_603_603_27_27_33_34	DNA-PKcs/HP:0003003|Colon cancer	{27}	{33,34}	{Davidson,D,",",Coulombe,Y,",",1,"\\\\",’,Iartinez,—,lVlarignac,VL,",",Amrein,L,",",Grenier,J,",",et,al.,(,2011,),lrinotecan,and,DNA-PKcs,inhibitors,synergize,in,killing,of,colon,cancer,cells,.}	{"Cancer Letters 309 : 11 ( % 118 .","12 ."}	{"Invest New Drugs ; doi : 10.1007 / s10637-10010-19626-10639 .","13 ."}	0.492
RELATION_GENEHPOTERM_journal.pone.0018552.pdf_722_722_32_32_41_42	p24/HP:0002488|Acute leukemia	{32}	{41,42}	{Reiter,A,",","\\\\",/,Valz,C,",",VVatmore,A,",",Schoch,C,",",Blau,1,",",et,al.,(,2005,),The,t,(,8,;,9,),(,p22,;,p24,),is,a,recurrent,abnormality,in,chronic,and,acute,leukemia,that,fuses,PCM1,to,JAK2,.}	{"Lacronique V , Boureux A , Valle VD , Poirel H , Quang CT , et al. ( 1997 ) A TELJAK2 fusion protein with constitutive kinase activity in human leukemia .","Science 278 : 130941312 ."}	{"Cancer Res 65 : 2662 — 2667 .","Kerr INI , Costa-Pereira AP , Lillemeier BF , Strobl B ( 2003 ) Of ] AKs , STATs , blind watchmakers , jeeps and trains ."}	0.384
RELATION_GENEHPOTERM_journal.pone.0059941.pdf_340_340_13_13_28_28	TF/HP:0002858|Meningioma	{13}	{28}	{VVen,PY,",",Yung,VVK,",",Lamborn,KR,",",Norden,AD,",",Cloughesy,TF,",",et,al.,(,2009,),Phase,11,study,of,imatinib,mesylate,for,recurrent,meningiomas,(,North,American,Brain,Tumor,Consortium,study,01708,),.}	{"J Neurooncol .","21 ."}	{"Neuro Oncol 11 : 853 * 860 .","22 ."}	0.496
RELATION_GENEHPOTERM_journal.ppat.1000777.pdf_1855_1855_34_34_49_50	IP/HP:0002488|Acute leukemia	{34}	{49,50}	{Klein,G,",",Vellenga,E,",",Fraaije,l,"\\\\",’,IVV,",",Kamps,VVA,",",de,Bont,ES,(,2004,),The,possible,role,of,matrix,metalloproteinase,(,l,"\\\\",’,Il,"\\\\",’,IP,),-2,and,l,"\\\\",’,Il,"\\\\",’,IP-9,in,cancer,",",e.g.,acute,leukemia,.}	{"BrJ Cancer 94 : 9414946 .","4 8 ."}	{"Crit Rev Oncol Hematol 50 : 874100 .","4 9 ."}	0.484
RELATION_GENEHPOTERM_journal.pone.0064145.pdf_189_189_7_7_22_22	LDLR/HP:0002861|Melanoma	{7}	{22}	{The,expression,levels,of,endogenous,PCSK9,",",LDLR,",",and,LRP,—,1,mRNA,were,quantified,by,qPCR,in,B16F1,and,B16F10,melanoma,cells,.}	{"PCSK9 enhances the degradation of the LRP — 1 in melanoma B16 cells .","A ) LDLR and LRP — 1 are differentially regulated in B16F1 and B16F10 cells ."}	{"Expression values were normalized to that of housekeeping gene TBP mRNA .","Error bars represent SEM ."}	0.516
RELATION_GENEHPOTERM_journal.pone.0005947.pdf_568_568_39_39_30_30	HuR/HP:0009733|Glioma	{39}	{30}	{Nabors,LB,",",Suswam,E,",",Huang,Y,",",Yang,X,",",Johnson,lVIJ,",",et,al.,(,2003,),Tumor,necrosis,factor,alpha,induces,angiogenic,factor,up-regulation,in,malignant,glioma,cells,:,a,role,for,RNA,stabilization,and,HuR,.}	{"OhJVV , Drabik K , Kutsch O , Choi C , Tousson A , et al. ( 2001 ) CXC chemokine receptor 4 expression and function in human astroglioma cells .","J Immunol 166 : 269542704 ."}	{"Cancer Res 63 : 418144187 .",.}	0.542
RELATION_GENEHPOTERM_journal.pone.0090958.pdf_436_436_22_22_33_35	VEGF/HP:0002860|Squamous cell carcinoma	{22}	{33,34,35}	{Luo,K,],",",Hu,Y,",",VVen,J,",",Fu,JH,(,2011,),CyclinDl,",",p53,",",E-cadherin,",",and,VEGF,discordant,expression,in,paired,regional,metastatic,lymph,nodes,of,esophageal,squamous,cell,carcinoma,:,a,tissue,array,analysis,.}	{"Clin Cancer Res 6 : 116141168 .","13 ."}	{"J Surg Oncol 104 : 2364243 .","14 ."}	0.476
RELATION_GENEHPOTERM_journal.pone.0076129.pdf_550_550_29_29_36_36	IAP/HP:0002045|Hypothermia	{29}	{36}	{Huang,T,",",Solano,J,",",He,D,",",Loutfi,l,"\\\\",’,I,",",Dietrich,VVD,",",et,al.,(,2009,),Traumatic,injury,activates,l,"\\\\",’,IAP,kinases,in,astrocytes,:,mechanisms,of,hypothermia,and,hyperthermia,.}	{"Ortolano F , Colombo A , Zanier ER , Sclip A , Longhi L , et al. ( 2009 ) c-Jun Nterminal kinase pathway activation in human and experimental cerebral contusion .","J Neuropathol Exp Neurol 68 : 964 * 97l ."}	{"J Neurotrauma 26 : l535 — 1545 .","Aikin R , l \\\\ ’ Iaysinger D , Rosenberg L ( 2004 ) Cross ~ talk between phosphatidy ~ linositol 3-kinase/AKT and c ~ jun NH2-terminal kinase mediates survival of isolated human islets ."}	0.464
RELATION_GENEHPOTERM_journal.pone.0104682.pdf_45_45_23_23_11_11	COPD/HP:0002099|Asthma	{23}	{11}	{Studies,have,reported,elevated,levels,of,nitric,oxide,in,relation,with,asthma,[,4,],",",antioxidants,with,chronic,obstructive,pulmonary,disease,(,COPD,),[,5,],",",chemokines,with,cystic,ﬁbrosis,[,6,],",",and,isoprene,with,non-small,cell,lung,cancer,(,NSCLC,),*,Reviews,on,evidence,supporting,lung,cancer,diagnosis,using,breath,tests,and,related,developments,of,breath,devices,can,be,found,in,[,"8,9",],.}	{"Moreover , some procedures are invasive and pose radiation risks to patients .","Recently , an alternative diagnosis method using a patient ’s exhaled breath has been developed based present ."}	{"These breath devices are often small in size , noninvasive , easy to use , less expensive , and hold the promise of efficient diagnosis of lung cancer and other respiratory diseases .","In spite of these advantages , gas-signature based breath devices only measure the presence and concentration of exhaled gas chemicals ."}	0.52
RELATION_GENEHPOTERM_journal.pone.0017751.pdf_14_14_7_7_17_18	SOX9/HP:0000133|Gonadal dysgenesis	{7}	{17,18}	{Analysis,of,mutant,SRY,",",SF1,and,SOX9,proteins,encoded,by,thirteen,separate,46,",",XY,DSD,gonadal,dysgenesis,individuals,reveals,a,reduced,ability,to,activate,hTE5,.}	{"SRY and SF1 co — operate to activate the human SOX9 homologous TES ( hTE $ ) , a process dependent on phosphorylated SF1 .","SOX9 also activates hTES , augmented by SF1 , suggesting a mechanism for maintenance of SOX9 expression by auto — regu | ation ."}	{"Conclusions/Signi ﬁcance : We demonstrate how three human sex — determining factors are likely to function during gonadal development around SOX9 as a hub gene , with different genetic causes of 46 , XY DSD due a common failure to upregulate SOX9 transcription .","Citation : Knower KC , Kelly S , Ludbrook LM , Bagheri » Fam S , Sim H , et al. ( 2011 ) Failure of SOX9 Regulation in 46XY Disorders of Sex Development with SRY , SOX9 and SF1 Mutations ."}	0.494
RELATION_GENEHPOTERM_journal.pgen.1001332.pdf_17_17_16_16_22_22	HAS2/HP:0001945|Fever	{16}	{22}	{A,high,copy,number,of,the,16.1,Kb,duplication,was,associated,with,an,increased,expression,of,HAS2,as,well,as,the,periodic,fever,syndrome,(,p,<,0.0001,),.}	{"HAS2 encodes the rate — limiting enzyme synthesizing hyaluronan ( HA ) , a major component of the skin .","HA is up — regulated and accumulates in the thickened skin of Shar-Pei ."}	{"When fragmented , HA can act as a trigger of the innate immune system and stimulate sterile fever and inflammation .","The strong selection for the skin phenotype therefore appears to enrich for a pleiotropic mutation predisposing these dogs to a periodic fever syndrome ."}	0.294
